launch_angle,launch_speed,av_xwOBAcon
7,18,0.282
11,18,0.252
12,18,NA
13,18,NA
15,18,0.263
17,18,0.27
18,18,NA
19,18,NA
21,18,NA
23,18,0.084
24,18,NA
25,18,NA
27,18,0.235
28,18,0.229
31,18,0.222
32,18,0.216
40,18,0.226
42,18,0.231
43,18,0.197
44,18,0.168
45,18,NA
46,18,NA
48,18,NA
49,18,0.173
50,18,NA
51,18,0.22
53,18,NA
56,18,NA
59,18,0.087
62,18,NA
63,18,0.077
66,18,0.069
69,18,NA
72,18,NA
-78,17,0.1
-77,17,NA
-65,17,NA
-60,17,NA
-59,17,NA
-56,17,NA
-52,17,NA
-50,17,NA
-43,17,NA
-41,17,NA
-35,17,0.165
-33,17,NA
-28,17,0.162
-25,17,NA
-23,17,0.27
-22,17,NA
-17,17,NA
-16,17,NA
-15,17,0.216
-12,17,0.213
-11,17,NA
-9,17,0.264
-8,17,0.204
-7,17,NA
-5,17,0.293
-4,17,0.226
0,17,0.27
1,17,0.247
3,17,0.332
6,17,NA
10,17,NA
12,17,0.246
13,17,0.24
16,17,NA
18,17,0.09
19,17,NA
20,17,0.225
22,17,NA
26,17,NA
28,17,0.222
29,17,NA
30,17,0.222
31,17,0.128
32,17,NA
34,17,NA
35,17,0.204
36,17,NA
38,17,NA
39,17,NA
40,17,NA
44,17,NA
45,17,0.235
46,17,NA
49,17,NA
52,17,NA
53,17,0.173
54,17,NA
57,17,NA
58,17,NA
59,17,NA
61,17,0.082
66,17,0.166
72,17,0.054
74,17,NA
-83,16,0.085
-78,16,NA
-75,16,NA
-70,16,0.103
-68,16,NA
-61,16,NA
-59,16,NA
-58,16,0.121
-57,16,0.123
-47,16,NA
-45,16,NA
-44,16,NA
-43,16,NA
-42,16,0.186
-36,16,0.167
-35,16,0.165
-33,16,0.165
-32,16,NA
-29,16,0.175
-25,16,NA
-24,16,0.19
-16,16,0.186
-13,16,NA
-5,16,0.221
0,16,NA
2,16,0.35
3,16,NA
5,16,NA
7,16,0.186
13,16,NA
16,16,NA
20,16,NA
22,16,NA
23,16,NA
27,16,NA
28,16,NA
29,16,0.22
33,16,0.193
34,16,NA
36,16,NA
37,16,NA
42,16,0.228
43,16,NA
44,16,0.177
46,16,NA
49,16,0.145
51,16,0.16
52,16,NA
53,16,NA
56,16,NA
57,16,NA
58,16,NA
60,16,NA
67,16,NA
73,16,NA
82,16,NA
-68,15,NA
-63,15,0.116
-55,15,NA
-54,15,0.134
-51,15,NA
-50,15,NA
-49,15,NA
-48,15,NA
-45,15,0.162
-44,15,NA
-37,15,NA
-36,15,NA
-32,15,NA
-28,15,0.183
-27,15,NA
-26,15,NA
-25,15,0.288
-24,15,0.188
-23,15,0.19
-19,15,NA
-8,15,NA
-7,15,NA
-5,15,NA
-1,15,NA
0,15,NA
4,15,NA
7,15,NA
8,15,NA
10,15,NA
12,15,NA
13,15,NA
14,15,NA
16,15,0.234
17,15,0.279
20,15,NA
21,15,NA
23,15,NA
30,15,0.192
31,15,NA
32,15,NA
34,15,NA
38,15,NA
40,15,NA
41,15,NA
42,15,NA
43,15,NA
44,15,NA
48,15,NA
49,15,NA
50,15,NA
51,15,NA
52,15,0.192
53,15,NA
54,15,0.184
57,15,0.158
58,15,NA
59,15,0.095
60,15,NA
61,15,NA
67,15,NA
69,15,NA
74,15,0.054
-75,14,NA
-63,14,NA
-61,14,NA
-58,14,NA
-54,14,NA
-51,14,NA
-40,14,NA
-39,14,NA
-33,14,NA
