launch_angle,launch_speed,av_xwOBAcon
65,101,0.006
66,101,0.005
67,101,0.002
68,101,0.025
69,101,0.003
71,101,NA
73,101,NA
75,101,0
76,101,NA
78,101,NA
83,101,0
-79,100,NA
-76,100,NA
-67,100,0.244
-66,100,NA
-59,100,NA
-58,100,NA
-57,100,NA
-55,100,0.23
-54,100,NA
-52,100,NA
-51,100,0.127
-48,100,0.165
-47,100,0.082
-46,100,0.072
-45,100,0.078
-44,100,0.078
-43,100,0.062
-42,100,0.091
-41,100,NA
-40,100,0.085
-39,100,0.131
-38,100,0.084
-37,100,0.08
-36,100,0.104
-35,100,0.076
-34,100,0.101
-33,100,0.1
-32,100,0.115
-31,100,0.126
-30,100,0.132
-29,100,0.142
-28,100,0.135
-27,100,0.136
-26,100,0.145
-25,100,0.142
-24,100,0.18
-23,100,0.188
-22,100,0.184
-21,100,0.185
-20,100,0.164
-19,100,0.168
-18,100,0.159
-17,100,0.187
-16,100,0.192
-15,100,0.192
-14,100,0.206
-13,100,0.217
-12,100,0.243
-11,100,0.241
-10,100,0.246
-9,100,0.273
-8,100,0.288
-7,100,0.283
-6,100,0.289
-5,100,0.323
-4,100,0.334
-3,100,0.358
-2,100,0.377
-1,100,0.394
0,100,0.409
1,100,0.426
2,100,0.475
3,100,0.512
4,100,0.528
5,100,0.547
6,100,0.56
7,100,0.573
8,100,0.611
9,100,0.689
10,100,0.803
11,100,0.864
12,100,0.871
13,100,0.856
14,100,0.736
15,100,0.669
16,100,0.574
17,100,0.52
18,100,0.521
19,100,0.569
20,100,0.632
21,100,0.721
22,100,0.826
23,100,0.915
24,100,1.053
25,100,1.112
26,100,1.207
27,100,1.284
28,100,1.289
29,100,1.25
30,100,1.206
31,100,1.141
32,100,1.073
33,100,1.018
34,100,0.904
35,100,0.789
36,100,0.677
37,100,0.556
38,100,0.449
39,100,0.403
40,100,0.313
41,100,0.262
42,100,0.215
43,100,0.178
44,100,0.128
45,100,0.098
46,100,0.073
47,100,0.041
48,100,0.026
49,100,0.012
50,100,0.014
51,100,0.013
52,100,0.011
53,100,0.011
54,100,0.009
55,100,0.011
56,100,0.014
57,100,0.02
58,100,0.016
59,100,0.024
60,100,0.018
61,100,0.01
62,100,0.013
63,100,0.01
64,100,0.015
65,100,0.006
66,100,0.01
67,100,0.006
68,100,NA
69,100,NA
70,100,0.009
71,100,0.012
72,100,0.005
73,100,0
76,100,0.005
77,100,0
78,100,0
85,100,NA
-86,99,0.326
-76,99,NA
-58,99,NA
-56,99,0.19
-53,99,NA
-52,99,NA
-51,99,0.142
-48,99,NA
-47,99,0.088
-46,99,NA
-45,99,0.064
-44,99,0.057
-43,99,0.062
-42,99,0.059
-41,99,0.069
-40,99,0.081
-39,99,0.072
-38,99,0.078
-37,99,0.096
-36,99,0.08
-35,99,0.09
-34,99,0.088
-33,99,0.094
-32,99,0.107
-31,99,0.113
-30,99,0.124
-29,99,0.117
-28,99,0.127
-27,99,0.123
-26,99,0.138
-25,99,0.151
-24,99,0.17
-23,99,0.169
-22,99,0.178
-21,99,0.177
-20,99,0.168
-19,99,0.158
-18,99,0.157
-17,99,0.172
-16,99,0.187
-15,99,0.196
-14,99,0.205
-13,99,0.227
-12,99,0.245
-11,99,0.245
-10,99,0.259
-9,99,0.252
-8,99,0.277
-7,99,0.277
-6,99,0.28
-5,99,0.295
-4,99,0.329
-3,99,0.351
-2,99,0.359
-1,99,0.39
0,99,0.407
1,99,0.446
2,99,0.486
3,99,0.491
4,99,0.527
5,99,0.522
6,99,0.546
7,99,0.562
8,99,0.601
9,99,0.674
10,99,0.797
11,99,0.867
12,99,0.881
13,99,0.847
14,99,0.749
15,99,0.683
16,99,0.587
17,99,0.522
18,99,0.504
19,99,0.509
20,99,0.55
21,99,0.611
22,99,0.687
23,99,0.776
24,99,0.866
25,99,0.922
26,99,1.032
27,99,1.087
28,99,1.078
29,99,1.104
30,99,1.047
31,99,0.964
32,99,0.878
33,99,0.847
34,99,0.785
35,99,0.66
36,99,0.554
37,99,0.454
38,99,0.381
39,99,0.31
40,99,0.255
41,99,0.212
42,99,0.173
43,99,0.138
44,99,0.095
45,99,0.066
46,99,0.044
47,99,0.036
48,99,0.024
49,99,0.012
50,99,0.019
51,99,0.015
52,99,0.008
53,99,0.01
54,99,0.012
55,99,0.015
56,99,0.013
57,99,0.019
58,99,0.018
59,99,0.017
60,99,0.019
61,99,0.023
62,99,0.012
63,99,0.008
64,99,0.008
65,99,0.009
66,99,0.003
67,99,0.009
68,99,0.003
69,99,0.003
70,99,0.004
71,99,0.003
72,99,0.009
73,99,0.005
74,99,0.008
75,99,0
76,99,0.004
77,99,0.027
80,99,0
81,99,0.016
82,99,0
-83,98,0.326
-74,98,0.158
-67,98,0.257
-64,98,NA
-57,98,0.197
-56,98,0.197
-53,98,0.181
-50,98,0.132
-49,98,0.124
-48,98,NA
-47,98,NA
-46,98,0.086
-45,98,NA
-44,98,0.057
-43,98,0.061
-42,98,0.066
-41,98,0.054
-40,98,0.081
-39,98,0.088
-38,98,0.076
-37,98,0.09
-36,98,0.106
-35,98,0.085
-34,98,0.096
-33,98,0.096
-32,98,0.104
-31,98,0.097
-30,98,0.106
-29,98,0.122
-28,98,0.118
-27,98,0.122
-26,98,0.121
-25,98,0.14
-24,98,0.157
-23,98,0.166
-22,98,0.167
-21,98,0.151
-20,98,0.155
-19,98,0.159
-18,98,0.154
-17,98,0.169
-16,98,0.183
-15,98,0.206
-14,98,0.197
-13,98,0.235
-12,98,0.233
-11,98,0.227
-10,98,0.259
-9,98,0.24
-8,98,0.258
-7,98,0.265
-6,98,0.268
-5,98,0.282
-4,98,0.323
-3,98,0.348
-2,98,0.357
-1,98,0.39
0,98,0.414
1,98,0.423
2,98,0.468
3,98,0.475
4,98,0.51
5,98,0.503
6,98,0.537
7,98,0.562
8,98,0.589
9,98,0.654
10,98,0.785
11,98,0.859
12,98,0.889
13,98,0.847
14,98,0.747
15,98,0.672
16,98,0.587
17,98,0.507
18,98,0.452
19,98,0.451
20,98,0.479
21,98,0.488
22,98,0.572
23,98,0.672
24,98,0.69
25,98,0.814
26,98,0.858
27,98,0.896
28,98,0.863
29,98,0.907
30,98,0.919
31,98,0.822
32,98,0.672
33,98,0.694
34,98,0.59
35,98,0.56
36,98,0.458
37,98,0.38
38,98,0.298
39,98,0.243
40,98,0.213
41,98,0.171
42,98,0.141
43,98,0.113
44,98,0.056
45,98,0.04
46,98,0.029
47,98,0.021
48,98,0.011
49,98,0.011
50,98,0.013
51,98,0.014
52,98,0.01
53,98,0.014
54,98,0.013
55,98,0.014
56,98,0.014
57,98,0.02
58,98,0.014
59,98,0.016
60,98,0.02
61,98,0.02
62,98,0.017
63,98,0.009
64,98,0.008
65,98,0.006
66,98,0.006
67,98,0.004
68,98,0.01
69,98,0.003
70,98,0.01
71,98,0.003
72,98,0.004
73,98,0.014
74,98,0.005
76,98,0
77,98,NA
80,98,0.007
81,98,NA
82,98,NA
83,98,0.017
84,98,NA
-75,97,0.323
-68,97,0.316
-64,97,0.244
-60,97,0.21
-55,97,NA
-54,97,0.171
-52,97,NA
-51,97,NA
-50,97,0.144
-48,97,0.088
-47,97,NA
-46,97,0.11
-45,97,0.118
-44,97,NA
-43,97,0.072
-42,97,0.05
-41,97,0.065
-40,97,0.083
-39,97,0.054
-38,97,0.072
-37,97,0.066
-36,97,0.074
-35,97,0.08
-34,97,0.083
-33,97,0.088
-32,97,0.09
-31,97,0.103
-30,97,0.098
-29,97,0.12
-28,97,0.119
-27,97,0.117
-26,97,0.125
-25,97,0.122
-24,97,0.131
-23,97,0.15
-22,97,0.14
-21,97,0.139
-20,97,0.15
-19,97,0.164
-18,97,0.157
-17,97,0.161
-16,97,0.188
-15,97,0.196
-14,97,0.209
-13,97,0.201
-12,97,0.232
-11,97,0.215
-10,97,0.247
-9,97,0.224
-8,97,0.25
-7,97,0.245
-6,97,0.272
-5,97,0.27
-4,97,0.312
-3,97,0.335
-2,97,0.363
-1,97,0.38
0,97,0.403
1,97,0.417
2,97,0.448
3,97,0.457
4,97,0.499
5,97,0.493
6,97,0.541
7,97,0.559
8,97,0.59
9,97,0.65
10,97,0.766
11,97,0.842
12,97,0.887
13,97,0.865
14,97,0.761
15,97,0.693
16,97,0.588
17,97,0.455
18,97,0.441
19,97,0.439
20,97,0.421
21,97,0.419
22,97,0.499
23,97,0.555
24,97,0.591
25,97,0.652
26,97,0.676
27,97,0.709
28,97,0.706
29,97,0.708
30,97,0.773
31,97,0.708
32,97,0.545
33,97,0.564
34,97,0.495
35,97,0.431
36,97,0.389
37,97,0.347
38,97,0.249
39,97,0.213
40,97,0.161
41,97,0.144
42,97,0.106
43,97,0.073
44,97,0.035
45,97,0.023
46,97,0.02
47,97,0.013
48,97,0.013
49,97,0.012
50,97,0.013
51,97,0.014
52,97,0.012
53,97,0.011
54,97,0.009
55,97,0.013
56,97,0.012
57,97,0.016
58,97,0.015
59,97,0.019
60,97,0.023
61,97,0.018
62,97,0.019
63,97,0.01
64,97,0.006
65,97,0.004
66,97,0.01
67,97,0.006
68,97,0.007
69,97,0.005
70,97,0.003
71,97,0.004
72,97,0.002
73,97,0.005
74,97,0.005
75,97,0.005
76,97,0.009
77,97,0.005
78,97,0.01
79,97,0
80,97,0.007
81,97,0
82,97,NA
84,97,NA
88,97,NA
-81,96,0.327
-78,96,0.228
-74,96,0.274
-71,96,0.275
-64,96,0.235
-59,96,NA
-58,96,0.206
-57,96,0.183
-54,96,NA
-53,96,0.205
-52,96,0.192
-51,96,0.156
-50,96,0.184
-49,96,0.14
-48,96,0.174
-47,96,0.116
-46,96,NA
-45,96,0.078
-44,96,0.084
-43,96,NA
-42,96,NA
-41,96,0.079
-40,96,0.065
-39,96,0.083
-38,96,0.058
-37,96,0.072
-36,96,0.073
-35,96,0.088
-34,96,0.091
-33,96,0.109
-32,96,0.092
-31,96,0.101
-30,96,0.104
-29,96,0.104
-28,96,0.112
-27,96,0.111
-26,96,0.122
-25,96,0.118
-24,96,0.12
-23,96,0.127
-22,96,0.125
-21,96,0.137
-20,96,0.155
-19,96,0.162
-18,96,0.158
-17,96,0.149
-16,96,0.168
-15,96,0.192
-14,96,0.194
-13,96,0.199
-12,96,0.208
-11,96,0.201
-10,96,0.23
-9,96,0.213
-8,96,0.237
-7,96,0.239
-6,96,0.282
-5,96,0.284
-4,96,0.298
-3,96,0.31
-2,96,0.34
-1,96,0.343
0,96,0.388
1,96,0.424
2,96,0.434
3,96,0.454
4,96,0.507
5,96,0.51
6,96,0.535
7,96,0.558
8,96,0.585
9,96,0.635
10,96,0.765
11,96,0.838
12,96,0.872
13,96,0.878
14,96,0.792
15,96,0.701
16,96,0.611
17,96,0.462
18,96,0.444
19,96,0.422
20,96,0.397
21,96,0.4
22,96,0.418
23,96,0.435
24,96,0.515
25,96,0.537
26,96,0.514
27,96,0.56
28,96,0.565
29,96,0.603
30,96,0.591
31,96,0.571
32,96,0.466
33,96,0.482
34,96,0.396
35,96,0.329
36,96,0.322
37,96,0.278
38,96,0.232
39,96,0.165
40,96,0.139
41,96,0.132
42,96,0.081
43,96,0.044
44,96,0.023
45,96,0.017
46,96,0.015
47,96,0.011
48,96,0.013
49,96,0.007
50,96,0.016
51,96,0.015
52,96,0.018
53,96,0.01
54,96,0.008
55,96,0.012
56,96,0.009
57,96,0.015
58,96,0.016
59,96,0.016
60,96,0.018
61,96,0.019
62,96,0.014
63,96,0.012
64,96,0.008
65,96,0.009
66,96,0.007
67,96,0.009
68,96,0.01
69,96,0.007
70,96,0.007
71,96,0.007
72,96,0.009
73,96,0.007
74,96,0.003
75,96,0.013
76,96,0.006
77,96,0.005
78,96,0
79,96,0.003
80,96,0.005
81,96,0.004
83,96,0.005
85,96,NA
86,96,NA
87,96,NA
-89,95,NA
-80,95,0.327
-79,95,0.228
-70,95,NA
-68,95,0.277
-66,95,NA
-59,95,0.223
-55,95,0.245
-53,95,0.192
-52,95,NA
-51,95,0.157
-50,95,0.104
-49,95,0.092
-48,95,0.094
-47,95,0.095
-46,95,0.075
-45,95,0.088
-44,95,0.078
-43,95,0.067
-42,95,0.063
-41,95,0.075
-40,95,0.074
-39,95,0.078
-38,95,0.06
-37,95,0.075
-36,95,0.073
-35,95,0.08
-34,95,0.077
-33,95,0.089
-32,95,0.086
-31,95,0.086
-30,95,0.085
-29,95,0.098
-28,95,0.102
-27,95,0.115
-26,95,0.113
-25,95,0.109
-24,95,0.108
-23,95,0.109
-22,95,0.127
-21,95,0.144
-20,95,0.164
-19,95,0.167
-18,95,0.141
-17,95,0.146
-16,95,0.148
-15,95,0.177
-14,95,0.182
-13,95,0.193
-12,95,0.194
-11,95,0.199
-10,95,0.204
-9,95,0.202
-8,95,0.228
-7,95,0.248
-6,95,0.262
-5,95,0.297
-4,95,0.287
-3,95,0.298
-2,95,0.316
-1,95,0.338
0,95,0.376
1,95,0.408
2,95,0.437
3,95,0.468
4,95,0.496
5,95,0.528
6,95,0.514
7,95,0.54
8,95,0.565
9,95,0.628
10,95,0.737
11,95,0.827
12,95,0.859
13,95,0.885
14,95,0.819
15,95,0.703
16,95,0.599
17,95,0.477
18,95,0.431
19,95,0.392
20,95,0.364
21,95,0.343
22,95,0.352
23,95,0.357
24,95,0.393
25,95,0.435
26,95,0.412
27,95,0.41
28,95,0.471
29,95,0.488
30,95,0.484
31,95,0.448
32,95,0.39
33,95,0.414
34,95,0.311
35,95,0.245
36,95,0.255
37,95,0.213
38,95,0.16
39,95,0.119
40,95,0.112
41,95,0.093
42,95,0.067
43,95,0.031
44,95,0.021
45,95,0.012
46,95,0.01
47,95,0.008
48,95,0.009
49,95,0.008
50,95,0.014
51,95,0.009
52,95,0.01
53,95,0.008
54,95,0.006
55,95,0.005
56,95,0.01
57,95,0.011
58,95,0.018
59,95,0.017
60,95,0.02
61,95,0.017
62,95,0.019
63,95,0.015
64,95,0.012
65,95,0.008
66,95,0.009
67,95,0.009
68,95,0.006
69,95,0.01
70,95,0.006
71,95,0.006
72,95,0.008
73,95,0.005
74,95,0
75,95,0.008
76,95,0.007
77,95,0.003
78,95,0.003
79,95,0
80,95,0.001
81,95,0.003
82,95,0
83,95,0.017
84,95,0.009
85,95,NA
86,95,0.005
-82,94,0.323
-73,94,NA
-72,94,0.096
-67,94,0.288
-63,94,0.245
-62,94,0.231
-61,94,NA
-60,94,0.213
-59,94,0.207
-58,94,NA
-57,94,0.233
-55,94,0.131
-53,94,0.163
-52,94,0.11
-51,94,0.185
-50,94,0.175
-49,94,NA
-48,94,0.118
-47,94,0.122
-46,94,0.088
-45,94,0.074
-44,94,0.059
-43,94,0.053
-42,94,0.054
-41,94,0.101
-40,94,0.08
-39,94,0.071
-38,94,0.064
-37,94,0.059
-36,94,0.077
-35,94,0.067
-34,94,0.072
-33,94,0.093
-32,94,0.077
-31,94,0.074
-30,94,0.086
-29,94,0.078
-28,94,0.09
-27,94,0.098
-26,94,0.1
-25,94,0.1
-24,94,0.107
-23,94,0.108
-22,94,0.127
-21,94,0.138
-20,94,0.171
-19,94,0.153
-18,94,0.128
-17,94,0.126
-16,94,0.142
-15,94,0.163
-14,94,0.181
-13,94,0.179
-12,94,0.17
-11,94,0.185
-10,94,0.201
-9,94,0.206
-8,94,0.217
-7,94,0.233
-6,94,0.241
-5,94,0.28
-4,94,0.296
-3,94,0.298
-2,94,0.324
-1,94,0.346
0,94,0.36
1,94,0.379
2,94,0.431
3,94,0.453
4,94,0.489
5,94,0.518
6,94,0.518
7,94,0.543
8,94,0.547
9,94,0.596
10,94,0.697
11,94,0.807
12,94,0.863
13,94,0.898
14,94,0.843
15,94,0.727
16,94,0.617
17,94,0.512
18,94,0.45
19,94,0.381
20,94,0.32
21,94,0.304
22,94,0.274
23,94,0.303
24,94,0.298
25,94,0.346
26,94,0.333
27,94,0.333
28,94,0.385
29,94,0.373
30,94,0.394
31,94,0.382
32,94,0.33
33,94,0.315
34,94,0.256
35,94,0.189
36,94,0.201
37,94,0.154
38,94,0.106
39,94,0.104
40,94,0.074
41,94,0.071
42,94,0.048
43,94,0.028
44,94,0.024
45,94,0.012
46,94,0.006
47,94,0.008
48,94,0.01
49,94,0.012
50,94,0.012
51,94,0.007
52,94,0.011
53,94,0.005
54,94,0.006
55,94,0.007
56,94,0.007
57,94,0.01
58,94,0.014
59,94,0.015
60,94,0.018
61,94,0.019
62,94,0.012
63,94,0.01
64,94,0.016
65,94,0.01
66,94,0.012
67,94,0.009
68,94,0.007
69,94,0.011
70,94,0.009
71,94,0.005
72,94,0.008
73,94,0.014
74,94,0.006
75,94,0.006
76,94,0.012
77,94,0.006
78,94,0.007
79,94,0.006
80,94,0.003
81,94,0.003
82,94,0.009
83,94,0.007
84,94,NA
85,94,0
86,94,0
87,94,NA
89,94,NA
-85,93,0.162
-84,93,NA
-83,93,0.239
-74,93,0.243
-67,93,NA
-66,93,NA
-61,93,0.234
-58,93,NA
-57,93,0.27
-55,93,0.204
-54,93,0.182
-53,93,0.206
-52,93,0.201
-51,93,0.155
-50,93,0.137
-49,93,0.128
-48,93,0.111
-47,93,0.097
-46,93,0.092
-45,93,0.078
-44,93,0.076
-43,93,0.072
-42,93,0.06
-41,93,0.047
-40,93,0.056
-39,93,0.054
-38,93,0.07
-37,93,0.057
-36,93,0.067
-35,93,0.061
-34,93,0.074
-33,93,0.07
-32,93,0.07
-31,93,0.079
-30,93,0.083
-29,93,0.09
-28,93,0.089
-27,93,0.093
-26,93,0.097
-25,93,0.104
-24,93,0.109
-23,93,0.108
-22,93,0.113
-21,93,0.123
-20,93,0.142
-19,93,0.142
-18,93,0.12
-17,93,0.113
-16,93,0.134
-15,93,0.154
-14,93,0.16
-13,93,0.153
-12,93,0.155
-11,93,0.173
-10,93,0.195
-9,93,0.207
-8,93,0.204
-7,93,0.207
-6,93,0.216
-5,93,0.265
-4,93,0.298
-3,93,0.294
-2,93,0.323
-1,93,0.343
0,93,0.337
1,93,0.365
2,93,0.376
3,93,0.419
4,93,0.472
5,93,0.507
6,93,0.528
7,93,0.563
8,93,0.555
9,93,0.564
10,93,0.674
11,93,0.783
12,93,0.852
13,93,0.899
14,93,0.857
15,93,0.748
16,93,0.661
17,93,0.548
18,93,0.453
19,93,0.403
20,93,0.319
21,93,0.289
22,93,0.257
23,93,0.241
24,93,0.253
25,93,0.278
26,93,0.27
27,93,0.267
28,93,0.287
29,93,0.285
30,93,0.287
31,93,0.301
32,93,0.255
33,93,0.25
34,93,0.183
35,93,0.17
36,93,0.167
37,93,0.106
38,93,0.088
39,93,0.079
40,93,0.061
41,93,0.049
42,93,0.031
43,93,0.025
44,93,0.019
45,93,0.011
46,93,0.007
47,93,0.009
48,93,0.012
49,93,0.01
50,93,0.012
51,93,0.009
52,93,0.01
53,93,0.008
54,93,0.008
55,93,0.005
56,93,0.006
57,93,0.01
58,93,0.013
59,93,0.012
60,93,0.018
61,93,0.017
62,93,0.013
63,93,0.012
64,93,0.014
65,93,0.012
66,93,0.01
67,93,0.007
68,93,0.012
69,93,0.011
70,93,0.009
71,93,0.008
72,93,0.007
73,93,0.006
74,93,0.008
75,93,0.006
76,93,0.007
77,93,0.004
78,93,0.004
79,93,0.007
80,93,0.003
81,93,0.005
82,93,0.011
83,93,NA
84,93,0
85,93,NA
86,93,NA
87,93,NA
-79,92,0.24
-71,92,0.326
-68,92,NA
-64,92,0.274
-62,92,0.258
-59,92,0.263
-58,92,0.223
-57,92,0.218
-56,92,NA
-55,92,NA
-54,92,0.18
-53,92,0.078
-52,92,0.141
-51,92,0.218
-50,92,0.122
-49,92,0.1
-48,92,0.105
-47,92,0.104
-46,92,0.089
-45,92,0.092
-44,92,0.074
-43,92,0.046
-42,92,0.055
-41,92,0.068
-40,92,0.064
-39,92,0.066
-38,92,0.063
-37,92,0.051
-36,92,0.055
-35,92,0.054
-34,92,0.067
-33,92,0.068
-32,92,0.087
-31,92,0.083
-30,92,0.079
-29,92,0.089
-28,92,0.084
-27,92,0.088
-26,92,0.094
-25,92,0.11
-24,92,0.12
-23,92,0.105
-22,92,0.108
-21,92,0.107
-20,92,0.111
-19,92,0.129
-18,92,0.139
-17,92,0.122
-16,92,0.137
-15,92,0.15
-14,92,0.151
-13,92,0.142
-12,92,0.161
-11,92,0.163
-10,92,0.17
-9,92,0.195
-8,92,0.181
-7,92,0.207
-6,92,0.208
-5,92,0.237
-4,92,0.269
-3,92,0.285
-2,92,0.295
-1,92,0.328
0,92,0.323
1,92,0.341
2,92,0.362
3,92,0.404
4,92,0.46
5,92,0.484
6,92,0.517
7,92,0.541
8,92,0.545
9,92,0.554
10,92,0.652
11,92,0.758
12,92,0.846
13,92,0.886
14,92,0.867
15,92,0.781
16,92,0.703
17,92,0.585
18,92,0.461
19,92,0.419
20,92,0.33
21,92,0.271
22,92,0.248
23,92,0.21
24,92,0.229
25,92,0.233
26,92,0.237
27,92,0.219
28,92,0.213
29,92,0.225
30,92,0.191
31,92,0.198
32,92,0.194
33,92,0.174
34,92,0.139
35,92,0.14
36,92,0.116
37,92,0.087
38,92,0.068
39,92,0.049
40,92,0.036
41,92,0.028
42,92,0.017
43,92,0.013
44,92,0.014
45,92,0.007
46,92,0.003
47,92,0.01
48,92,0.011
49,92,0.015
50,92,0.01
51,92,0.01
52,92,0.009
53,92,0.007
54,92,0.006
55,92,0.003
56,92,0.006
57,92,0.01
58,92,0.012
59,92,0.012
60,92,0.013
61,92,0.013
62,92,0.014
63,92,0.017
64,92,0.02
65,92,0.01
66,92,0.016
67,92,0.008
68,92,0.013
69,92,0.009
70,92,0.009
71,92,0.01
72,92,0.006
73,92,0.006
74,92,0.004
75,92,0.008
76,92,0.006
77,92,0.003
78,92,0.006
79,92,0.008
80,92,0.003
81,92,0.001
82,92,0.004
83,92,0.003
84,92,0.005
85,92,0.003
86,92,NA
87,92,NA
88,92,NA
89,92,NA
-77,91,0.228
-70,91,0.277
-68,91,NA
-67,91,0.298
-62,91,0.253
-61,91,NA
-60,91,0.265
-59,91,0.255
-58,91,0.22
-57,91,0.246
-56,91,0.219
-55,91,0.213
-54,91,NA
-53,91,NA
-52,91,NA
-51,91,0.176
-50,91,0.122
-49,91,0.116
-48,91,0.102
-47,91,0.104
-46,91,0.119
-45,91,0.091
-44,91,0.083
-43,91,0.065
-42,91,0.066
-41,91,0.042
-40,91,0.061
-39,91,0.058
-38,91,0.051
-37,91,0.052
-36,91,0.056
-35,91,0.058
-34,91,0.067
-33,91,0.074
-32,91,0.081
-31,91,0.082
-30,91,0.081
-29,91,0.085
-28,91,0.084
-27,91,0.085
-26,91,0.101
-25,91,0.114
-24,91,0.113
-23,91,0.104
-22,91,0.1
-21,91,0.111
-20,91,0.113
-19,91,0.142
-18,91,0.147
-17,91,0.131
-16,91,0.138
-15,91,0.145
-14,91,0.14
-13,91,0.139
-12,91,0.157
-11,91,0.172
-10,91,0.175
-9,91,0.19
-8,91,0.204
-7,91,0.206
-6,91,0.208
-5,91,0.218
-4,91,0.265
-3,91,0.261
-2,91,0.282
-1,91,0.293
0,91,0.305
1,91,0.326
2,91,0.369
3,91,0.399
4,91,0.451
5,91,0.459
6,91,0.489
7,91,0.494
8,91,0.525
9,91,0.545
10,91,0.641
11,91,0.72
12,91,0.832
13,91,0.883
14,91,0.861
15,91,0.83
16,91,0.758
17,91,0.627
18,91,0.467
19,91,0.415
20,91,0.315
21,91,0.262
22,91,0.218
23,91,0.204
24,91,0.192
25,91,0.174
26,91,0.192
27,91,0.177
28,91,0.184
29,91,0.155
30,91,0.125
31,91,0.15
32,91,0.141
33,91,0.124
34,91,0.113
35,91,0.103
36,91,0.074
37,91,0.073
38,91,0.04
39,91,0.037
40,91,0.018
41,91,0.017
42,91,0.013
43,91,0.009
44,91,0.009
45,91,0.005
46,91,0.005
47,91,0.009
48,91,0.011
49,91,0.011
50,91,0.009
51,91,0.008
52,91,0.008
53,91,0.006
54,91,0.005
55,91,0.004
56,91,0.006
57,91,0.01
58,91,0.012
59,91,0.012
60,91,0.012
61,91,0.013
62,91,0.022
63,91,0.019
64,91,0.021
65,91,0.011
66,91,0.008
67,91,0.013
68,91,0.012
69,91,0.011
70,91,0.008
71,91,0.008
72,91,0.004
73,91,0.011
74,91,0.007
75,91,0.011
76,91,0.009
77,91,0.004
78,91,0.007
79,91,0.003
80,91,0.002
81,91,0.005
82,91,0.003
83,91,0.003
84,91,0.001
85,91,0
86,91,0
87,91,NA
88,91,NA
89,91,NA
-75,90,NA
-74,90,0.193
-71,90,NA
-69,90,0.278
-68,90,0.285
-66,90,NA
-64,90,0.266
-63,90,NA
-62,90,0.278
-61,90,0.261
-60,90,0.271
-59,90,0.244
-58,90,0.219
-55,90,0.175
-54,90,0.187
-53,90,0.187
-52,90,0.169
-51,90,0.163
-50,90,0.111
-49,90,0.119
-48,90,0.112
-47,90,0.085
-46,90,0.087
-45,90,0.104
-44,90,0.087
-43,90,0.085
-42,90,0.071
-41,90,0.062
-40,90,0.053
-39,90,0.051
-38,90,0.05
-37,90,0.053
-36,90,0.066
-35,90,0.065
-34,90,0.062
-33,90,0.074
-32,90,0.074
-31,90,0.089
-30,90,0.081
-29,90,0.077
-28,90,0.078
-27,90,0.072
-26,90,0.08
-25,90,0.1
-24,90,0.122
-23,90,0.109
-22,90,0.105
-21,90,0.116
-20,90,0.121
-19,90,0.13
-18,90,0.143
-17,90,0.133
-16,90,0.135
-15,90,0.124
-14,90,0.126
-13,90,0.132
-12,90,0.143
-11,90,0.158
-10,90,0.177
-9,90,0.189
-8,90,0.204
-7,90,0.206
-6,90,0.213
-5,90,0.23
-4,90,0.269
-3,90,0.258
-2,90,0.272
-1,90,0.286
0,90,0.286
1,90,0.336
2,90,0.375
3,90,0.393
4,90,0.429
5,90,0.444
6,90,0.471
7,90,0.489
8,90,0.51
9,90,0.54
10,90,0.616
11,90,0.712
12,90,0.816
13,90,0.882
14,90,0.874
15,90,0.848
16,90,0.78
17,90,0.67
18,90,0.514
19,90,0.43
20,90,0.33
21,90,0.251
22,90,0.216
23,90,0.191
24,90,0.166
25,90,0.144
26,90,0.135
27,90,0.159
28,90,0.127
29,90,0.119
30,90,0.11
31,90,0.115
32,90,0.113
33,90,0.103
34,90,0.075
35,90,0.082
36,90,0.058
37,90,0.052
38,90,0.036
39,90,0.027
40,90,0.017
41,90,0.013
42,90,0.011
43,90,0.01
44,90,0.007
45,90,0.005
46,90,0.011
47,90,0.008
48,90,0.009
49,90,0.007
50,90,0.009
51,90,0.01
52,90,0.009
53,90,0.009
54,90,0.007
55,90,0.006
56,90,0.008
57,90,0.009
58,90,0.013
59,90,0.012
60,90,0.019
61,90,0.016
62,90,0.02
63,90,0.023
64,90,0.018
65,90,0.015
66,90,0.01
67,90,0.015
68,90,0.018
69,90,0.008
70,90,0.005
71,90,0.005
72,90,0.006
73,90,0.006
74,90,0.011
75,90,0.005
76,90,0.008
77,90,0.006
78,90,0.004
79,90,0.003
80,90,0.004
81,90,0.004
82,90,0.003
83,90,0.004
84,90,0.003
85,90,0.003
86,90,0.004
87,90,0
88,90,NA
89,90,NA
-83,89,0.192
-80,89,0.249
-78,89,0.174
-73,89,0.262
-67,89,NA
-64,89,0.304
-63,89,0.27
-62,89,0.283
-61,89,0.244
-60,89,0.259
-59,89,0.247
-58,89,0.234
-57,89,0.211
-56,89,0.225
-55,89,0.198
-54,89,0.181
-53,89,0.166
-52,89,0.134
-51,89,0.143
-50,89,0.177
-49,89,0.137
-48,89,0.085
-47,89,0.091
-46,89,0.09
-45,89,0.08
-44,89,0.086
-43,89,0.073
-42,89,0.067
-41,89,0.08
-40,89,0.063
-39,89,0.057
-38,89,0.049
